booker,result1,result2,result3,dev_rst1,dev_rst2,dev_rst3,url,score,game_time,log,name_team1,name_team2,In-Play,arb
best deal,2.88,1.53,N/D,0,-3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/bolt-alex-kokkinakis-thanasi-pYirnzTC/,N/D,2019-08-15 04:20:00,2019-08-15 16:47:35,Bolt A. , Kokkinakis T.,NO,1.0008169934640523
18bet,1.83,1.89,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.075548616532223
1xBet,1.84,1.93,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.061612975895472
Asianodds,1.88,1.94,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0473788111427944
bet-at-home,1.8,1.87,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0903149138443256
bet365,1.83,1.83,N/D,0,3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0928961748633879
Bethard,1.83,1.91,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0700082968557778
bwin,1.72,1.95,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0942158616577222
Coolbet,1.89,1.89,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0582010582010584
Marathonbet,1.84,1.92,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0643115942028984
Pinnacle,1.88,1.94,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0473788111427944
Unibet,1.88,1.88,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0638297872340425
William Hill,1.73,2.0,N/D,0,-2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0780346820809248
best deal,1.89,2.0,N/D,0,-2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/soeda-go-monteiro-thiago-CtgruGkm/,N/D,2019-08-15 17:10:00,2019-08-15 16:47:37,Soeda G. , Monteiro T.,NO,1.0291005291005293
18bet,1.38,2.89,N/D,0,-3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0706584424050951
1xBet,1.52,2.53,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0531516538381527
Asianodds,1.64,2.34,N/D,0,5,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0371065249114029
bet365,1.28,3.5,N/D,0,-9,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0669642857142856
bwin,1.5,2.5,N/D,0,3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0666666666666667
Coolbet,1.56,2.39,N/D,0,5,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0594356828666451
Marathonbet,1.56,2.36,N/D,0,5,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.064754454584963
Pinnacle,1.64,2.34,N/D,0,5,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.0371065249114029
Unibet,1.5,2.45,N/D,0,4,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,1.074829931972789
best deal,1.64,3.5,N/D,0,-9,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/polmans-marc-griekspoor-tallon-0fosJT0t/inplay-odds/,"2nd Set 1:0 (6:4, 4:5)",2019-08-15 19:20:00,2019-08-15 16:47:38,Polmans M. , Griekspoor T. , In Play Odds,0.8954703832752613
18bet,2.02,1.73,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0730841870314198
1xBet,2.02,1.78,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0568472577594838
Asianodds,2.07,1.77,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.048063538852043
bet-at-home,1.96,1.73,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.088238763713578
bet365,1.9,1.8,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0818713450292399
Bethard,2.05,1.77,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.05277662946121
bwin,1.9,1.78,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0881135422826729
Coolbet,1.99,1.76,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0706943809958887
Marathonbet,2.02,1.76,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0632313231323134
Pinnacle,2.07,1.77,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.048063538852043
Unibet,2.04,1.74,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0649087221095335
William Hill,1.8,1.91,N/D,0,-4,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0791157649796395
best deal,2.07,1.91,N/D,0,-4,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/broady-liam-jaziri-malek-niL74Uom/,N/D,2019-08-15 21:20:00,2019-08-15 16:47:42,Broady L. , Jaziri M.,NO,1.0066519968636973
18bet,1.25,3.6,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.077777777777778
1xBet,1.23,4.04,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0605328825565483
Asianodds,1.27,3.65,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0613741775428756
bet-at-home,1.25,3.48,N/D,0,3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0873563218390805
bet365,1.22,4.0,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.069672131147541
Bethard,1.27,3.75,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0540682414698161
bwin,1.22,3.7,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0899424014178112
Coolbet,1.23,3.9,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0694183864915572
Marathonbet,1.22,4.1,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0635745701719312
Pinnacle,1.27,3.65,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0613741775428756
Unibet,1.22,4.0,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.069672131147541
William Hill,1.17,4.5,N/D,0,-3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.076923076923077
best deal,1.27,4.5,N/D,0,-3,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/berankis-ricardas-glasspool-lloyd-IT8wEdLS/,N/D,2019-08-15 21:55:00,2019-08-15 16:47:43,Berankis R. , Glasspool L.,NO,1.0096237970253719
18bet,1.38,2.84,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0767503572157584
1xBet,1.43,2.77,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0603115296256092
Asianodds,1.41,2.89,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0552406194017032
bet-at-home,1.37,2.77,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0909378376241798
bet365,1.44,2.62,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0761238337574215
Bethard,1.42,2.85,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0551025450951323
bwin,1.36,2.8,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0924369747899159
Coolbet,1.43,2.7,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0696710696710698
Marathonbet,1.42,2.78,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0639375823285036
Pinnacle,1.41,2.89,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0552406194017032
Unibet,1.45,2.65,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0670136629798308
William Hill,1.44,2.62,N/D,0,2,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0761238337574215
best deal,1.45,2.89,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/kokkinakis-thanasi-koepfer-dominik-MNdcyuyp/,N/D,2019-08-15 22:50:00,2019-08-15 16:47:44,Kokkinakis T. , Koepfer D.,NO,1.0356759336594679
18bet,3.34,1.29,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0745949960544028
1xBet,3.26,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.058628165505789
Asianodds,3.4,1.31,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0574764256847777
bet-at-home,3.21,1.29,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.086720278200391
bet365,3.4,1.3,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0633484162895928
Bethard,3.45,1.31,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0532138510897222
bwin,3.1,1.3,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0918114143920594
Coolbet,3.32,1.3,N/D,0,1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0704355885078776
Marathonbet,3.26,1.32,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0643242238334263
Pinnacle,3.4,1.31,N/D,0,0,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0574764256847777
Unibet,3.2,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0643796992481203
William Hill,3.25,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.059572006940428
best deal,3.45,1.33,N/D,0,-1,0,https://www.oddsportal.com/tennis/canada/vancouver-challenger-men/janvier-maxime-chung-hyeon-8hr9cVin/,N/D,2019-08-16 01:30:00,2019-08-15 16:47:45,Janvier M. , Chung H.,NO,1.0417347717118883
